Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power bhp,Max Power rpm,Max Torque Nm,Max Torque rpm,Make - Model
215000,2012,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,55.0,5500.0,75.0,4000.0,Hyundai - Eon Sportz
595000,2019,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000.0,Hyundai - Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018]
4150000,2022,22000,Petrol,Automatic,Delhi,White,First,Individual,1984.0,FWD,4762.0,1847.0,1433.0,5.0,54.0,188.0,4200.0,320.0,1450.0,Audi - A4 Premium Plus 40 TFSI
750000,2018,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,74.0,4000.0,190.0,2000.0,Maruti Suzuki - Swift VDi
550000,2013,47000,Petrol,Manual,Indore,Black,First,Individual,1499.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,109.0,6300.0,140.0,4400.0,Ford - Ecosport Titanium 1.5 Ti-VCT
450000,2016,2000000,Diesel,Manual,Ranchi,White,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,108.0,3900.0,248.0,2250.0,Renault - Duster 110 PS RXZ 4X2 MT Diesel
4175000,2016,27011,Diesel,Automatic,Chandigarh,White,Second,Individual,2993.0,AWD,4886.0,1938.0,1762.0,5.0,,258.0,4000.0,560.0,1500.0,BMW - X5 xDrive30d Pure Experience (5 Seater)
2700000,2018,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999.0,RWD,4795.0,1967.0,1416.0,5.0,56.0,177.0,4000.0,430.0,1750.0,Jaguar - XE Prestige Diesel
6150000,2018,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,255.0,3400.0,620.0,1600.0,Mercedes-Benz - GLE 350 d
565000,2014,72782,Petrol,Manual,Bangalore,Grey,First,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,74.0,5400.0,110.0,3750.0,Volkswagen - Polo Comfortline 1.2L (P)
369000,2017,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998.0,FWD,3545.0,1490.0,1475.0,5.0,35.0,67.0,6000.0,90.0,3500.0,Maruti Suzuki - Alto VXi [2014-2019]
1090000,2019,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496.0,FWD,4425.0,1730.0,1495.0,5.0,42.0,106.0,6000.0,140.0,4200.0,Toyota - Yaris V CVT
580000,2017,39000,Petrol,Manual,Guwahati,White,First,Corporate,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800.0,Honda - WR-V VX MT Petrol
2199000,2016,77000,Diesel,Automatic,Surat,Black,First,Individual,1995.0,RWD,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750.0,BMW - X1 sDrive20d xLine
1251000,2018,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500.0,Mahindra - Scorpio S11 2WD 7 STR
540000,2017,38700,Petrol,Manual,Meerut,Maroon,First,Individual,1198.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,109.0,4500.0,Honda - Amaze 1.2 SX i-VTEC
1245000,2021,7239,Petrol,Manual,Udupi,White,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,103.0,6000.0,138.0,4400.0,Maruti Suzuki - XL6 Zeta MT Petrol
4749000,2020,14000,Petrol,Automatic,Mumbai,White,First,Individual,1998.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,248.0,5200.0,350.0,1450.0,BMW - 3-Series 330i M Sport Edition
365000,2014,76000,Petrol,Manual,Ernakulam,White,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000.0,Hyundai - Grand i10 Sports Edition 1.2L Kappa VTVT
4300000,2020,11000,Diesel,Automatic,Pune,Blue,First,Individual,1995.0,FWD,4526.0,1800.0,1420.0,5.0,50.0,188.0,4000.0,400.0,1750.0,BMW - 2 Series Gran Coupe 220d M Sport [2020-2021]
825000,2019,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Vitara Brezza VDi
325000,2013,76000,Diesel,Manual,Lucknow,White,First,Individual,1598.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,103.0,4400.0,250.0,1500.0,Volkswagen - Polo GT TDI
400000,2018,91460,Petrol,Manual,Kanpur,Black,First,Individual,1199.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,84.0,6000.0,114.0,3500.0,Tata - Tiago Revotron XM (O) [2016-2019]
3600000,2018,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999.0,AWD,4360.0,2120.0,1635.0,5.0,57.0,177.0,4000.0,430.0,1750.0,Land Rover - Evoque HSE Dynamic
671000,2013,47000,Diesel,Manual,Patna,White,First,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,120.0,4000.0,290.0,1800.0,Mahindra - Scorpio LX BS-IV
3400000,2018,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,168.0,3000.0,400.0,1400.0,Mercedes-Benz - GLC 220 d Progressive
3200000,2014,133273,Diesel,Automatic,Pune,Blue,First,Individual,2993.0,RWD,5219.0,1902.0,1481.0,4.0,,258.0,4000.0,560.0,1500.0,BMW - 7-Series 730Ld
775000,2017,60500,Petrol,Automatic,Surat,White,First,Individual,1197.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,103.0,5000.0,175.0,1500.0,Volkswagen - Vento Highline Plus 1.2 (P) AT 16 Alloy
2150000,2014,81000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987.0,AWD,4781.0,1911.0,1774.0,5.0,95.0,234.0,3800.0,535.0,1600.0,Mercedes-Benz - M-Class 350 CDI
4700000,2020,22000,Diesel,Automatic,Delhi,Red,Second,Individual,1999.0,AWD,4988.0,2220.0,1846.0,5.0,,237.0,4000.0,430.0,1400.0,Land Rover - Discovery 2.0 HSE 4WD Diesel
145000,2009,88000,Diesel,Manual,Unnao,White,First,Individual,1399.0,,4145.0,1632.0,1440.0,5.0,43.0,68.0,4000.0,160.0,2000.0,Ford - Ikon DuraTorq 1.4 TDCi
3590000,2020,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496.0,FWD,3982.0,1727.0,1425.0,5.0,44.0,114.0,4000.0,270.0,1750.0,MINI - Cooper D 5 Door
375000,2011,77000,Petrol,Manual,Faridabad,Silver,First,Individual,1794.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,132.0,6000.0,170.0,4200.0,Toyota - Corolla Altis 1.8 G
645000,2015,58200,Petrol,Automatic,Mumbai,Silver,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200.0,Hyundai - Verna Fluidic 1.6 VTVT SX AT
11500000,2022,4000,Hybrid,Automatic,Delhi,Black,First,Individual,2494.0,AWD,4935.0,1850.0,1895.0,7.0,58.0,115.0,4700.0,198.0,2800.0,Toyota - Vellfire Hybrid
509999,2015,42000,Petrol,Manual,Bangalore,White,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500.0,Maruti Suzuki - Celerio ZXi
545000,2013,63000,Petrol,Automatic,Mumbai,Silver,First,Individual,1797.0,FWD,4530.0,1775.0,1470.0,5.0,56.0,147.0,6500.0,177.0,4700.0,Hyundai - Elantra 1.8 SX AT
835000,2018,42855,Petrol,Manual,Pune,Brown,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600.0,Honda - City V
960000,2018,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,84.0,3750.0,200.0,1900.0,Renault - Duster 85 PS RXS 4X2 MT Diesel
540000,2019,34000,Petrol,Manual,Chennai,White,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500.0,Maruti Suzuki - Celerio VXi [2019-2020]
1475000,2022,9500,Petrol,Manual,Delhi,White,First,Individual,1497.0,FWD,4315.0,1800.0,1637.0,5.0,50.0,113.0,6300.0,144.0,4500.0,Kia - Seltos HTK Plus 1.5 iMT
3600000,2014,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,271.0,4000.0,600.0,2000.0,Jaguar - XJ 3.0 V6 Portfolio
1175000,2018,97000,Diesel,Manual,Jaipur,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900.0,Hyundai - Verna 1.6 CRDI SX (O)
475000,2014,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200.0,Hyundai - Verna Fluidic 1.6 VTVT SX Opt AT
9900000,2021,28000,Petrol,Automatic,Hyderabad,Silver,First,Individual,2995.0,AWD,4986.0,1995.0,1705.0,5.0,85.0,335.0,5000.0,500.0,1370.0,Audi - Q8 Celebration
650000,2022,6000,Petrol,Manual,Delhi,White,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,89.0,6000.0,113.0,4400.0,Maruti Suzuki - Swift LXi
6100000,2021,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,2993.0,AWD,4752.0,1918.0,1621.0,5.0,68.0,260.0,4000.0,620.0,2000.0,BMW - X4 xDrive30d M Sport X [2019-2020]
370000,2013,41000,Petrol,Automatic,Pune,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000.0,Hyundai - i10 Sportz 1.2 AT Kappa2
875000,2018,50000,Petrol,Manual,Patna,Silver,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600.0,Honda - City VX (O) MT BL
695000,2018,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000.0,Maruti Suzuki - DZire VDi AMT
2275000,2022,38000,Diesel,Automatic,Mumbai,Black,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,168.0,3750.0,350.0,1750.0,Tata - Harrier XZA Plus
2700000,2021,17000,Petrol,Automatic,Delhi,Blue,First,Individual,1368.0,FWD,4405.0,1818.0,1640.0,5.0,60.0,161.0,5500.0,250.0,2500.0,Jeep - Compass Model S (O) 1.4 Petrol DCT
545000,2014,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900.0,Hyundai - Verna Fluidic 1.6 CRDi SX
540000,2021,22000,Petrol,Manual,Gorakhpur,White,First,Individual,,,3655.0,1620.0,1675.0,5.0,32.0,,,,,Maruti Suzuki - Wagon R VXi 1.0 [2019-2019]
1099000,2018,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,104.0,5200.0,153.0,3750.0,Skoda - Rapid Style 1.6 MPI AT
1125000,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900.0,Hyundai - Verna 1.6 CRDI SX
1299000,2018,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850.0,Hyundai - Creta 1.6 SX Plus AT Petrol
1600000,2013,70000,Diesel,Automatic,Mumbai,White,Second,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,217.0,4400.0,450.0,1500.0,BMW - 5-Series 525d Luxury Plus
10800000,2021,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,2998.0,AWD,4935.0,2004.0,1696.0,5.0,83.0,335.0,5500.0,450.0,1500.0,BMW - X6 xDrive40i M Sport
1190000,2020,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,103.0,6000.0,138.0,4400.0,Maruti Suzuki - XL6 Alpha AT Petrol
795000,2021,9000,Petrol,Automatic,Pune,Brown,First,Individual,1199.0,FWD,3993.0,1677.0,1532.0,5.0,35.0,84.0,6000.0,113.0,3300.0,Tata - Tigor XZA Plus
459999,2013,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900.0,Hyundai - Verna Fluidic 1.6 CRDi SX
3400000,2018,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,400.0,1750.0,Audi - A6 35 TDI Matrix
1050000,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,122.0,6400.0,151.0,4850.0,Hyundai - Creta E Plus 1.6 Petrol
385000,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,83.0,6000.0,113.796,4000.0,Hyundai - i20 Magna 1.2
585000,2015,61000,Diesel,Manual,Ranchi,Grey,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750.0,Honda - City S Diesel
1650000,2014,55000,Diesel,Automatic,Mumbai,White,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750.0,Audi - A3 35 TDI Premium + Sunroof
625000,2020,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift VXi [2014-2017]
910000,2019,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,103.0,6000.0,138.0,4400.0,Maruti Suzuki - Ciaz Alpha Hybrid 1.5 [2018-2020]
1275000,2018,47000,Diesel,Manual,Ranchi,White,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,153.0,3750.0,360.0,1750.0,Mahindra - XUV500 W11
585000,2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000.0,Hyundai - Elite i20 Magna 1.2 [2016-2017]
1035000,2017,79000,Diesel,Manual,Mysore,Green,First,Individual,2498.0,AWD,3920.0,1710.0,1930.0,7.0,60.0,105.0,3800.0,247.0,1800.0,Mahindra - Thar CRDe 4x4 Non AC
1075000,2021,12020,Petrol,Automatic,Mumbai,White,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,87.0,6000.0,115.0,1500.0,Hyundai - Elite i20 Asta 1.2 IVT
1650000,2020,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,113.0,4000.0,250.0,1500.0,Hyundai - Creta SX 1.5 Diesel [2020-2022]
1575000,2014,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,141.0,4200.0,320.0,1750.0,Audi - A4 2.0 TDI (143bhp)
1950000,2014,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,184.0,4000.0,380.0,1750.0,BMW - X3 xDrive20d
6390000,2022,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750.0,BMW - 5-Series 520d Luxury Line [2017-2019]
1080000,2019,68000,Diesel,Manual,Bhopal,White,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,89.0,4000.0,224.0,1500.0,Hyundai - Creta 1.4 S Plus
5500000,2017,24000,Diesel,Automatic,Gurgaon,White,First,Individual,2967.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,245.0,2910.0,600.0,1500.0,Audi - Q7 45 TDI Premium Plus
1080000,2020,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,99.0,4000.0,240.0,1500.0,Hyundai - Venue SX (O) 1.5 CRDi
800000,2015,25000,Diesel,Manual,Mumbai,Grey,First,Corporate,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600.0,Mahindra - XUV500 W6
335000,2017,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198.0,FWD,3995.0,1635.0,1490.0,7.0,35.0,67.0,5000.0,104.0,4000.0,Datsun - Go Plus T
1185000,2021,10700,Petrol,Manual,Jaipur,White,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,118.0,6000.0,172.0,1500.0,Hyundai - Venue SX 1.0 Turbo iMT
894999,2021,25000,Petrol,Automatic,Mumbai,White,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,87.0,6000.0,115.0,1500.0,Hyundai - Elite i20 Sportz 1.2 IVT
650000,2019,54000,Petrol,Automatic,Varanasi,White,Second,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,89.0,6000.0,110.0,4800.0,Honda - Amaze 1.2 S CVT Petrol [2018-2020]
550000,2014,75000,Diesel,Manual,Bangalore,Maroon,First,Individual,1396.0,,3940.0,1710.0,1505.0,5.0,45.0,90.0,4000.0,220.0,1750.0,Hyundai - i20 Sportz 1.4 CRDI
550000,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,74.0,4000.0,190.0,2000.0,Maruti Suzuki - Baleno Delta 1.3
1650000,2016,139000,Diesel,Automatic,Jaipur,White,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750.0,Audi - Q3 35 TDI Premium + Sunroof
1600000,2022,1300,Petrol,Manual,Mumbai,Red,First,Individual,999.0,FWD,4225.0,1760.0,1612.0,5.0,50.0,114.0,5000.0,178.0,1750.0,Skoda - Kushaq Style 1.0L TSI MT
1175000,2019,20000,Petrol,Manual,Delhi,Black,First,Individual,1591.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200.0,Hyundai - Verna 1.6 VTVT SX (O)
1995000,2018,122000,Diesel,Automatic,Kota,Silver,First,Individual,2477.0,RWD,4695.0,1815.0,1840.0,7.0,70.0,176.0,4000.0,350.0,1800.0,Mitsubishi - Pajero Select Plus AT
575000,2016,38000,Diesel,Manual,Patna,Silver,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500.0,Hyundai - Elite i20 Sportz 1.4 CRDI [2016-2017]
1975000,2021,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,169.0,3750.0,350.0,1750.0,MG - Hector Sharp 2.0 Diesel Turbo MT
1625000,2022,27800,Diesel,Manual,Gurgaon,White,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,113.0,4000.0,250.0,1500.0,Hyundai - Creta SX (O) 1.5 Diesel [2020-2022]
695000,2019,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift VXi [2014-2017]
875000,2018,23148,Petrol,Automatic,Bangalore,Red,First,Individual,1496.0,FWD,4425.0,1730.0,1495.0,5.0,42.0,106.0,6000.0,140.0,4200.0,Toyota - Yaris J CVT [2018-2020]
1495000,2017,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,177.0,5100.0,250.0,1250.0,Skoda - Octavia 1.8 TSI Style Plus AT [2017]
725000,2019,11874,Petrol,Automatic,Pune,White,First,Individual,1197.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,82.0,6000.0,113.0,4200.0,Maruti Suzuki - Swift ZXi AMT [2018-2019]
875000,2017,50000,Petrol,Manual,Mumbai,Silver,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850.0,Hyundai - Creta E Plus 1.6 Petrol
2250000,2014,88000,Diesel,Automatic,Bangalore,Black,Third,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,184.0,4000.0,380.0,1750.0,BMW - 5-Series 520d Modern Line
2350000,2016,75000,Diesel,Automatic,Mohali,White,Second,Individual,2198.0,RWD,4892.0,1860.0,1837.0,7.0,80.0,158.0,3200.0,385.0,1600.0,Ford - Endeavour Trend 2.2 4x2 AT
2690000,2019,15500,Diesel,Automatic,Delhi,Blue,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750.0,BMW - 3-Series 320d Prestige
695000,2016,82445,Diesel,Manual,Hyderabad,Grey,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Ciaz VDi+ SHVS
600000,2014,75574,Petrol,Manual,Jaipur,Others,Second,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600.0,Honda - City V
375000,2015,64000,CNG,Manual,Mumbai,Silver,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500.0,Maruti Suzuki - Wagon R LXI CNG
315000,2012,75000,Petrol,Manual,Pune,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000.0,Hyundai - i10 Sportz 1.2 Kappa2
775000,2019,14095,Petrol,Manual,Delhi,White,First,Individual,1499.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,109.0,6300.0,140.0,4400.0,Ford - Ecosport Trend 1.5 Ti-VCT
3075000,2017,17000,Diesel,Automatic,Delhi,White,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,400.0,1750.0,Audi - A6 35 TDI Matrix
415000,2014,70000,Diesel,Manual,Delhi,White,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,108.0,3900.0,248.0,2250.0,Renault - Duster 110 PS RxZ Diesel
765000,2017,68000,Diesel,Manual,Delhi,Grey,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Ertiga ZDI + SHVS
520000,2018,40000,Petrol,Manual,Patna,Grey,Second,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift VXi [2014-2017]
3900000,2015,39000,Diesel,Automatic,Delhi,Black,First,Individual,2993.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,271.0,4000.0,600.0,2000.0,Jaguar - XJ 3.0 V6 Portfolio
850000,2016,72000,Diesel,Manual,Ahmedabad,Red,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900.0,Hyundai - Creta 1.6 SX
969999,2016,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Ertiga VDI SHVS
575000,2016,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,74.0,4000.0,190.0,2000.0,Maruti Suzuki - Baleno Delta 1.3
3900000,2021,41086,Diesel,Automatic,Pune,White,Second,Individual,1996.0,AWD,4903.0,1869.0,1837.0,7.0,80.0,168.0,3500.0,420.0,2000.0,Ford - Endeavour Sport 2.0 4x4 AT
1395000,2013,65000,Diesel,Automatic,Kolkata,Black,Second,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750.0,BMW - 3-Series 320d Luxury Line
1625000,2021,7900,Petrol,Automatic,Pune,Silver,First,Individual,999.0,FWD,4225.0,1760.0,1612.0,5.0,50.0,114.0,5000.0,178.0,1750.0,Skoda - Kushaq Style 1.0L TSI AT
1499000,2021,22000,Diesel,Automatic,Mumbai,Red,First,Individual,1493.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,113.0,4000.0,250.0,1500.0,Kia - Sonet GTX Plus 1.5 AT [2020-2021]
2050000,2018,73000,Diesel,Automatic,Coimbatore,White,Second,Individual,1968.0,AWD,4486.0,1839.0,1672.0,5.0,71.0,141.0,4000.0,340.0,1750.0,Volkswagen - Tiguan Highline TDI
1300000,2016,55000,Petrol,Automatic,Hyderabad,Grey,Second,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,177.0,5100.0,250.0,1250.0,Skoda - Octavia 1.8 TSI Style Plus AT [2017]
3199000,2019,6900,Diesel,Automatic,Delhi,Grey,First,Individual,1968.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,174.0,3600.0,350.0,1500.0,Skoda - Superb L&K TDI AT
450000,2017,65000,Petrol,Manual,Kanpur,Grey,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift LXi
675000,2015,48000,Diesel,Manual,Mumbai,White,First,Individual,1498.0,FWD,4386.0,1683.0,1603.0,7.0,42.0,99.0,3600.0,200.0,1750.0,Honda - Mobilio RS Diesel
280000,2018,48000,Petrol,Manual,Kanpur,Silver,Second,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500.0,Maruti Suzuki - Alto 800 Lxi
425000,2018,18000,Petrol,Manual,Delhi,Grey,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500.0,Maruti Suzuki - Wagon R LXI ABS
20000000,2011,27000,Petrol,Automatic,Delhi,Blue,Third,Individual,6592.0,RWD,5569.0,1948.0,1550.0,5.0,82.5,570.0,5250.0,780.0,1500.0,Rolls-Royce - Ghost Extended Wheelbase
1250000,2012,78000,Diesel,Automatic,Mohali,White,First,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,170.0,4200.0,400.0,2800.0,Mercedes-Benz - C-Class 220 BlueEfficiency
1175000,2014,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199.0,AWD,4690.0,1880.0,1690.0,7.0,64.0,194.0,3800.0,437.0,1800.0,Hyundai - Santa Fe 2WD AT [2014-2017]
545000,2019,43000,CNG,Manual,Mumbai,Silver,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,58.0,5500.0,84.0,4500.0,Hyundai - Santro Sportz CNG [2018-2020]
495000,2008,95200,Diesel,Automatic,Mumbai,Grey,First,Corporate,2148.0,RWD,4581.0,1770.0,1447.0,5.0,66.0,170.0,3700.0,410.0,2000.0,Mercedes-Benz - C-Class 220 CDI Elegance AT
